"id";"Title";"IDGeoVille";"CodeVille";"CodePostal";"Latitude";"Longitude";"DescriptionVille";"Actif";"OrdreAffichage";"ValidationDSE";"Verrouille";"ControlePascAra";"AnomalieDetectee";"NotesDSE";"Modified";"OBJREF";"DepartementGeo";"Created";"Author";"Editor"
"8707";"Mont-de-Vougney";"25392";"25392";"25120";"47.246";"6.731";"";"Oui";"8706";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:26";"";"";"09/10/2026 11:05:26";"";""
"8708";"Montécheroux";"25393";"25393";"25190";"47.35";"6.806";"";"Oui";"8707";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:27";"";"";"09/10/2026 11:05:27";"";""
"8709";"Montenois";"25394";"25394";"25260";"47.494";"6.665";"";"Oui";"8708";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:28";"";"";"09/10/2026 11:05:28";"";""
"8710";"Montfaucon";"25395";"25395";"25660";"47.236";"6.078";"";"Oui";"8709";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:28";"";"";"09/10/2026 11:05:28";"";""
"8711";"Montferrand-le-Château";"25397";"25397";"25320";"47.184";"5.908";"";"Oui";"8710";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:29";"";"";"09/10/2026 11:05:29";"";""
"8712";"Montgesoye";"25400";"25400";"25111";"47.081";"6.193";"";"Oui";"8711";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:30";"";"";"09/10/2026 11:05:30";"";""
"8713";"Montivernage";"25401";"25401";"25110";"47.317";"6.426";"";"Oui";"8712";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:31";"";"";"09/10/2026 11:05:31";"";""
"8714";"Montjoie-le-Château";"25402";"25402";"25190";"47.35";"6.902";"";"Oui";"8713";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:31";"";"";"09/10/2026 11:05:31";"";""
"8715";"Montlebon";"25403";"25403";"25500";"47.045";"6.608";"";"Oui";"8714";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:32";"";"";"09/10/2026 11:05:32";"";""
"8716";"Montmahoux";"25404";"25404";"25270";"46.984";"6.034";"";"Oui";"8715";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:34";"";"";"09/10/2026 11:05:34";"";""
"8717";"Montperreux";"25405";"25405";"25160";"46.825";"6.342";"";"Oui";"8716";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:34";"";"";"09/10/2026 11:05:34";"";""
"8718";"Montrond-le-Château";"25406";"25406";"25660";"47.143";"6.045";"";"Oui";"8717";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:34";"";"";"09/10/2026 11:05:34";"";""
"8719";"Montussaint";"25408";"25408";"25680";"47.434";"6.293";"";"Oui";"8718";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:35";"";"";"09/10/2026 11:05:35";"";""
"8720";"Morre";"25410";"25410";"25660";"47.229";"6.068";"";"Oui";"8719";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:36";"";"";"09/10/2026 11:05:36";"";""
"8721";"Morteau";"25411";"25411";"25500";"47.057";"6.604";"";"Oui";"8720";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:37";"";"";"09/10/2026 11:05:37";"";""
"8722";"Mouthe";"25413";"25413";"25240";"46.71";"6.193";"";"Oui";"8721";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:38";"";"";"09/10/2026 11:05:38";"";""
"8723";"Le Moutherot";"25414";"25414";"25170";"47.243";"5.732";"";"Oui";"8722";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:38";"";"";"09/10/2026 11:05:38";"";""
"8724";"Mouthier-Haute-Pierre";"25415";"25415";"25920";"47.04";"6.275";"";"Oui";"8723";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:39";"";"";"09/10/2026 11:05:39";"";""
"8725";"Myon";"25416";"25416";"25440";"47.026";"5.943";"";"Oui";"8724";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:40";"";"";"09/10/2026 11:05:40";"";""
"8726";"Naisey-les-Granges";"25417";"25417";"25360";"47.212";"6.238";"";"Oui";"8725";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:41";"";"";"09/10/2026 11:05:41";"";""
"8727";"Nancray";"25418";"25418";"25360";"47.246";"6.183";"";"Oui";"8726";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:42";"";"";"09/10/2026 11:05:42";"";""
"8728";"Nans";"25419";"25419";"25680";"47.476";"6.413";"";"Oui";"8727";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:43";"";"";"09/10/2026 11:05:43";"";""
"8729";"Nans-sous-Sainte-Anne";"25420";"25420";"25330";"46.977";"5.999";"";"Oui";"8728";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:43";"";"";"09/10/2026 11:05:43";"";""
"8730";"Narbief";"25421";"25421";"25210";"47.13";"6.693";"";"Oui";"8729";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:44";"";"";"09/10/2026 11:05:44";"";""
"8731";"Neuchâtel-Urtière";"25422";"25422";"25150";"47.375";"6.73";"";"Oui";"8730";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:46";"";"";"09/10/2026 11:05:46";"";""
"8732";"Les Premiers Sapins";"25424";"25424";"25580";"47.098";"6.337";"";"Oui";"8731";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:46";"";"";"09/10/2026 11:05:46";"";""
"8733";"Noël-Cerneux";"25425";"25425";"25500";"47.1";"6.664";"";"Oui";"8732";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:47";"";"";"09/10/2026 11:05:47";"";""
"8734";"Noirefontaine";"25426";"25426";"25190";"47.352";"6.761";"";"Oui";"8733";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:48";"";"";"09/10/2026 11:05:48";"";""
"8735";"Noironte";"25427";"25427";"25170";"47.272";"5.878";"";"Oui";"8734";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:48";"";"";"09/10/2026 11:05:48";"";""
"8736";"Nommay";"25428";"25428";"25600";"47.538";"6.847";"";"Oui";"8735";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:49";"";"";"09/10/2026 11:05:49";"";""
"8737";"Novillars";"25429";"25429";"25220";"47.286";"6.134";"";"Oui";"8736";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:50";"";"";"09/10/2026 11:05:50";"";""
"8738";"Ollans";"25430";"25430";"25640";"47.416";"6.246";"";"Oui";"8737";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:51";"";"";"09/10/2026 11:05:51";"";""
"8739";"Onans";"25431";"25431";"25250";"47.501";"6.609";"";"Oui";"8738";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:52";"";"";"09/10/2026 11:05:52";"";""
"8740";"Orchamps-Vennes";"25432";"25432";"25390";"47.131";"6.527";"";"Oui";"8739";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:52";"";"";"09/10/2026 11:05:52";"";""
"8741";"Orgeans-Blanchefontaine";"25433";"25433";"25120";"47.264";"6.744";"";"Oui";"8740";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:53";"";"";"09/10/2026 11:05:53";"";""
"8742";"Ornans";"25434";"25434";"25290";"47.106";"6.147";"";"Oui";"8741";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:54";"";"";"09/10/2026 11:05:54";"";""
"8743";"Orsans";"25435";"25435";"25530";"47.248";"6.388";"";"Oui";"8742";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:55";"";"";"09/10/2026 11:05:55";"";""
"8744";"Orve";"25436";"25436";"25430";"47.326";"6.553";"";"Oui";"8743";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:56";"";"";"09/10/2026 11:05:56";"";""
"8745";"Osse";"25437";"25437";"25360";"47.267";"6.214";"";"Oui";"8744";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:56";"";"";"09/10/2026 11:05:56";"";""
"8746";"Osselle-Routelle";"25438";"25438";"25013";"47.142";"5.856";"";"Oui";"8745";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:57";"";"";"09/10/2026 11:05:57";"";""
"8747";"Ougney-Douvot";"25439";"25439";"25640";"47.312";"6.259";"";"Oui";"8746";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:59";"";"";"09/10/2026 11:05:59";"";""
"8748";"Ouhans";"25440";"25440";"25520";"46.999";"6.293";"";"Oui";"8747";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:59";"";"";"09/10/2026 11:05:59";"";""
"8749";"Ouvans";"25441";"25441";"25530";"47.276";"6.484";"";"Oui";"8748";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:05:59";"";"";"09/10/2026 11:05:59";"";""
"8750";"Oye-et-Pallet";"25442";"25442";"25160";"46.854";"6.332";"";"Oui";"8749";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:00";"";"";"09/10/2026 11:06:00";"";""
"8751";"Palantine";"25443";"25443";"25440";"47.09";"5.944";"";"Oui";"8750";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:01";"";"";"09/10/2026 11:06:01";"";""
"8752";"Palise";"25444";"25444";"25870";"47.371";"6.091";"";"Oui";"8751";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:02";"";"";"09/10/2026 11:06:02";"";""
"8753";"Paroy";"25445";"25445";"25440";"47.044";"5.881";"";"Oui";"8752";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:03";"";"";"09/10/2026 11:06:03";"";""
"8754";"Passavant";"25446";"25446";"25360";"47.276";"6.384";"";"Oui";"8753";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:04";"";"";"09/10/2026 11:06:04";"";""
"8755";"Passonfontaine";"25447";"25447";"25690";"47.106";"6.417";"";"Oui";"8754";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:04";"";"";"09/10/2026 11:06:04";"";""
"8756";"Pelousey";"25448";"25448";"25170";"47.276";"5.921";"";"Oui";"8755";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:05";"";"";"09/10/2026 11:06:05";"";""
"8757";"Péseux";"25449";"25449";"25190";"47.317";"6.68";"";"Oui";"8756";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:06";"";"";"09/10/2026 11:06:06";"";""
"8758";"Pessans";"25450";"25450";"25440";"47.07";"5.884";"";"Oui";"8757";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:07";"";"";"09/10/2026 11:06:07";"";""
"8759";"Petite-Chaux";"25451";"25451";"25240";"46.693";"6.164";"";"Oui";"8758";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:07";"";"";"09/10/2026 11:06:07";"";""
"8760";"Pierrefontaine-lès-Blamont";"25452";"25452";"25310";"47.376";"6.84";"";"Oui";"8759";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:08";"";"";"09/10/2026 11:06:08";"";""
"8761";"Pierrefontaine-les-Varans";"25453";"25453";"25510";"47.215";"6.54";"";"Oui";"8760";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:09";"";"";"09/10/2026 11:06:09";"";""
"8762";"Pirey";"25454";"25454";"25046";"47.262";"5.964";"";"Oui";"8761";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:10";"";"";"09/10/2026 11:06:10";"";""
"8763";"Placey";"25455";"25455";"25170";"47.26";"5.849";"";"Oui";"8762";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:11";"";"";"09/10/2026 11:06:11";"";""
"8764";"Plaimbois-du-Miroir";"25456";"25456";"25210";"47.192";"6.646";"";"Oui";"8763";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:12";"";"";"09/10/2026 11:06:12";"";""
"8765";"Plaimbois-Vennes";"25457";"25457";"25390";"47.184";"6.542";"";"Oui";"8764";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:13";"";"";"09/10/2026 11:06:13";"";""
"8766";"Les Plains-et-Grands-Essarts";"25458";"25458";"25470";"47.304";"6.893";"";"Oui";"8765";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:13";"";"";"09/10/2026 11:06:13";"";""
"8767";"La Planée";"25459";"25459";"25160";"46.84";"6.281";"";"Oui";"8766";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:14";"";"";"09/10/2026 11:06:14";"";""
"8768";"Le Val";"25460";"25460";"25440";"47.063";"5.902";"";"Oui";"8767";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:15";"";"";"09/10/2026 11:06:15";"";""
"8769";"Pompierre-sur-Doubs";"25461";"25461";"25340";"47.418";"6.525";"";"Oui";"8768";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:16";"";"";"09/10/2026 11:06:16";"";""
"8770";"Pontarlier";"25462";"25462";"25300";"46.904";"6.354";"";"Oui";"8769";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:17";"";"";"09/10/2026 11:06:17";"";""
"8771";"Pont-de-Roide-Vermondans";"25463";"25463";"25150";"47.382";"6.774";"";"Oui";"8770";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:18";"";"";"09/10/2026 11:06:18";"";""
"8772";"Les Pontets";"25464";"25464";"25240";"46.719";"6.172";"";"Oui";"8771";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:18";"";"";"09/10/2026 11:06:18";"";""
"8773";"Pont-les-Moulins";"25465";"25465";"25110";"47.324";"6.363";"";"Oui";"8772";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:19";"";"";"09/10/2026 11:06:19";"";""
"8774";"Pouilley-Français";"25466";"25466";"25410";"47.208";"5.843";"";"Oui";"8773";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:20";"";"";"09/10/2026 11:06:20";"";""
"8775";"Pouilley-les-Vignes";"25467";"25467";"25004";"47.256";"5.934";"";"Oui";"8774";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:21";"";"";"09/10/2026 11:06:21";"";""
"8776";"Pouligney-Lusans";"25468";"25468";"25640";"47.328";"6.205";"";"Oui";"8775";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:22";"";"";"09/10/2026 11:06:22";"";""
"8777";"Présentevillers";"25469";"25469";"25550";"47.5";"6.73";"";"Oui";"8776";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:23";"";"";"09/10/2026 11:06:23";"";""
"8778";"La Prétière";"25470";"25470";"25250";"47.446";"6.61";"";"Oui";"8777";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:24";"";"";"09/10/2026 11:06:24";"";""
"8779";"Provenchère";"25471";"25471";"25380";"47.29";"6.644";"";"Oui";"8778";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:25";"";"";"09/10/2026 11:06:25";"";""
"8780";"Puessans";"25472";"25472";"25680";"47.43";"6.323";"";"Oui";"8779";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:26";"";"";"09/10/2026 11:06:26";"";""
"8781";"Pugey";"25473";"25473";"25720";"47.184";"5.991";"";"Oui";"8780";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:27";"";"";"09/10/2026 11:06:27";"";""
"8782";"Le Puy";"25474";"25474";"25640";"47.345";"6.228";"";"Oui";"8781";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:28";"";"";"09/10/2026 11:06:28";"";""
"8783";"Quingey";"25475";"25475";"25440";"47.103";"5.883";"";"Oui";"8782";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:29";"";"";"09/10/2026 11:06:29";"";""
"8784";"Rahon";"25476";"25476";"25430";"47.323";"6.591";"";"Oui";"8783";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:31";"";"";"09/10/2026 11:06:31";"";""
"8785";"Rancenay";"25477";"25477";"25320";"47.187";"5.949";"";"Oui";"8784";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:32";"";"";"09/10/2026 11:06:32";"";""
"8786";"Randevillers";"25478";"25478";"25430";"47.31";"6.523";"";"Oui";"8785";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:32";"";"";"09/10/2026 11:06:32";"";""
"8787";"Rang";"25479";"25479";"25250";"47.425";"6.561";"";"Oui";"8786";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:33";"";"";"09/10/2026 11:06:33";"";""
"8788";"Raynans";"25481";"25481";"25550";"47.533";"6.719";"";"Oui";"8787";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:34";"";"";"09/10/2026 11:06:34";"";""
"8789";"Recologne";"25482";"25482";"25170";"47.273";"5.828";"";"Oui";"8788";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:35";"";"";"09/10/2026 11:06:35";"";""
"8790";"Reculfoz";"25483";"25483";"25240";"46.708";"6.151";"";"Oui";"8789";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:36";"";"";"09/10/2026 11:06:36";"";""
"8791";"Rémondans-Vaivre";"25485";"25485";"25150";"47.375";"6.714";"";"Oui";"8790";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:36";"";"";"09/10/2026 11:06:36";"";""
"8792";"Remoray-Boujeons";"25486";"25486";"25160";"46.768";"6.24";"";"Oui";"8791";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:37";"";"";"09/10/2026 11:06:37";"";""
"8793";"Renédale";"25487";"25487";"25520";"47.02";"6.279";"";"Oui";"8792";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:38";"";"";"09/10/2026 11:06:38";"";""
"8794";"Rennes-sur-Loue";"25488";"25488";"25440";"47.012";"5.853";"";"Oui";"8793";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:39";"";"";"09/10/2026 11:06:39";"";""
"8795";"Reugney";"25489";"25489";"25330";"47.013";"6.151";"";"Oui";"8794";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:41";"";"";"09/10/2026 11:06:41";"";""
"8796";"Rigney";"25490";"25490";"25640";"47.387";"6.174";"";"Oui";"8795";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:41";"";"";"09/10/2026 11:06:41";"";""
"8797";"Rignosot";"25491";"25491";"25640";"47.388";"6.195";"";"Oui";"8796";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:42";"";"";"09/10/2026 11:06:42";"";""
"8798";"Rillans";"25492";"25492";"25110";"47.413";"6.364";"";"Oui";"8797";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:43";"";"";"09/10/2026 11:06:43";"";""
"8799";"La Rivière-Drugeon";"25493";"25493";"25560";"46.867";"6.215";"";"Oui";"8798";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:44";"";"";"09/10/2026 11:06:44";"";""
"8800";"Rochejean";"25494";"25494";"25370";"46.746";"6.294";"";"Oui";"8799";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:44";"";"";"09/10/2026 11:06:44";"";""
"8801";"Roche-lez-Beaupré";"25495";"25495";"25220";"47.276";"6.112";"";"Oui";"8800";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:45";"";"";"09/10/2026 11:06:45";"";""
"8802";"Roche-lès-Clerval";"25496";"25496";"25340";"47.368";"6.482";"";"Oui";"8801";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:46";"";"";"09/10/2026 11:06:46";"";""
"8803";"Roches-lès-Blamont";"25497";"25497";"25310";"47.41";"6.85";"";"Oui";"8802";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:47";"";"";"09/10/2026 11:06:47";"";""
"8804";"Rognon";"25498";"25498";"25680";"47.425";"6.312";"";"Oui";"8803";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 11:06:48";"";"";"09/10/2026 11:06:48";"";""
