"id";"Title";"CODE";"NOTECOURTE";"NOTELONGUE";"SOURCEORIGINE";"IDSOURCEORIGINE";"VALIDATIONMIGRATION";"ACTIF";"VERROUILLE";"ANOMALIEDETECTEE";"ORDREAFFICHAGE";"DATEDERNIERCONTROLE";"OBJREF";"Modified";"Created";"Author";"Editor"
"102";"Sortant";"SOR";"ND";"ND";"OBJ-REF-70-RELATIONS";"5";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:23";"09/17/2026 07:02:23";"UserId:11";"UserId:11"
"103";"Dépend de";"DEP";"ND";"ND";"OBJ-REF-70-RELATIONS";"6";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:23";"09/17/2026 07:02:23";"UserId:11";"UserId:11"
"104";"Utilisé par";"UTP";"ND";"ND";"OBJ-REF-70-RELATIONS";"7";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:25";"09/17/2026 07:02:25";"UserId:11";"UserId:11"
"105";"Produit par";"PRP";"ND";"ND";"OBJ-REF-70-RELATIONS";"8";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:25";"09/17/2026 07:02:25";"UserId:11";"UserId:11"
"106";"Consommé par";"CNP";"ND";"ND";"OBJ-REF-70-RELATIONS";"9";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:26";"09/17/2026 07:02:26";"UserId:11";"UserId:11"
"107";"Remplace";"REM";"ND";"ND";"OBJ-REF-70-RELATIONS";"10";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:26";"09/17/2026 07:02:26";"UserId:11";"UserId:11"
"108";"Duplique";"DUP";"ND";"ND";"OBJ-REF-70-RELATIONS";"11";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:27";"09/17/2026 07:02:27";"UserId:11";"UserId:11"
"109";"Associé à";"ASN";"ND";"ND";"OBJ-REF-70-RELATIONS";"12";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:28";"09/17/2026 07:02:28";"UserId:11";"UserId:11"
"110";"Lié à";"LIE";"ND";"ND";"OBJ-REF-70-RELATIONS";"13";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:29";"09/17/2026 07:02:29";"UserId:11";"UserId:11"
"111";"Référence vers";"REFL";"ND";"ND";"OBJ-REF-70-RELATIONS";"14";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:29";"09/17/2026 07:02:29";"UserId:11";"UserId:11"
"112";"Synchronisé avec";"SYNC";"ND";"ND";"OBJ-REF-70-RELATIONS";"15";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:30";"09/17/2026 07:02:30";"UserId:11";"UserId:11"
"113";"Hérite de";"HER";"ND";"ND";"OBJ-REF-70-RELATIONS";"16";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:31";"09/17/2026 07:02:31";"UserId:11";"UserId:11"
"114";"Alimenté par";"ALI";"ND";"ND";"OBJ-REF-70-RELATIONS";"17";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:32";"09/17/2026 07:02:32";"UserId:11";"UserId:11"
"115";"Transmet à";"TRA";"ND";"ND";"OBJ-REF-70-RELATIONS";"18";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:32";"09/17/2026 07:02:32";"UserId:11";"UserId:11"
"116";"Relation simple";"REL";"ND";"ND";"OBJ-REF-70-RELATIONS";"19";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:33";"09/17/2026 07:02:33";"UserId:11";"UserId:11"
"117";"Permanent";"PER";"ND";"ND";"OBJ-REF-80-FREQUENCES";"1";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:34";"09/17/2026 07:02:34";"UserId:11";"UserId:11"
"118";"Quotidien";"QOT";"ND";"ND";"OBJ-REF-80-FREQUENCES";"2";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:35";"09/17/2026 07:02:35";"UserId:11";"UserId:11"
"119";"Hebdomadaire";"HEB";"ND";"ND";"OBJ-REF-80-FREQUENCES";"3";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:35";"09/17/2026 07:02:35";"UserId:11";"UserId:11"
"120";"Trimestriel";"TRI";"ND";"ND";"OBJ-REF-80-FREQUENCES";"4";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:36";"09/17/2026 07:02:36";"UserId:11";"UserId:11"
"121";"Semestriel";"SEM";"ND";"ND";"OBJ-REF-80-FREQUENCES";"5";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:37";"09/17/2026 07:02:37";"UserId:11";"UserId:11"
"122";"Annuel";"ANN";"ND";"ND";"OBJ-REF-80-FREQUENCES";"6";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:38";"09/17/2026 07:02:38";"UserId:11";"UserId:11"
"123";"Temporaire";"TMP";"ND";"ND";"OBJ-REF-80-FREQUENCES";"8";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:38";"09/17/2026 07:02:38";"UserId:11";"UserId:11"
"124";"Conservation courte";"CCO";"ND";"ND";"OBJ-REF-80-FREQUENCES";"9";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:39";"09/17/2026 07:02:39";"UserId:11";"UserId:11"
"125";"Conservation longue";"CLO";"ND";"ND";"OBJ-REF-80-FREQUENCES";"10";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:40";"09/17/2026 07:02:40";"UserId:11";"UserId:11"
"126";"Sans échéance";"SHE";"ND";"ND";"OBJ-REF-80-FREQUENCES";"11";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:41";"09/17/2026 07:02:41";"UserId:11";"UserId:11"
"127";"Occasionnel";"OCC";"ND";"ND";"OBJ-REF-80-FREQUENCES";"12";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:42";"09/17/2026 07:02:42";"UserId:11";"UserId:11"
"128";"Archivable";"ARCV";"ND";"ND";"OBJ-REF-80-FREQUENCES";"15";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:42";"09/17/2026 07:02:42";"UserId:11";"UserId:11"
"129";"Fiable";"FIA";"ND";"ND";"OBJ-REF-90-QUALITE";"1";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:43";"09/17/2026 07:02:43";"UserId:11";"UserId:11"
"130";"Vérifié";"VER";"ND";"ND";"OBJ-REF-90-QUALITE";"2";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:44";"09/17/2026 07:02:44";"UserId:11";"UserId:11"
"131";"Conforme";"CNF";"ND";"ND";"OBJ-REF-90-QUALITE";"3";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:45";"09/17/2026 07:02:45";"UserId:11";"UserId:11"
"132";"Incomplet";"INC";"ND";"ND";"OBJ-REF-90-QUALITE";"4";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:45";"09/17/2026 07:02:45";"UserId:11";"UserId:11"
"133";"Incertain";"INS";"ND";"ND";"OBJ-REF-90-QUALITE";"6";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:46";"09/17/2026 07:02:46";"UserId:11";"UserId:11"
"134";"Non vérifié";"NVF";"ND";"ND";"OBJ-REF-90-QUALITE";"7";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:48";"09/17/2026 07:02:48";"UserId:11";"UserId:11"
"135";"À fiabiliser";"AFI";"ND";"ND";"OBJ-REF-90-QUALITE";"8";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:48";"09/17/2026 07:02:48";"UserId:11";"UserId:11"
"136";"Mature";"MAT";"ND";"ND";"OBJ-REF-90-QUALITE";"10";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:49";"09/17/2026 07:02:49";"UserId:11";"UserId:11"
"137";"Certifié";"CER";"ND";"ND";"OBJ-REF-90-QUALITE";"11";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:49";"09/17/2026 07:02:49";"UserId:11";"UserId:11"
"138";"Validation : Qualité";"VALQ";"ND";"ND";"OBJ-REF-90-QUALITE";"12";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/19/2026 11:29:04";"09/17/2026 07:02:50";"UserId:11";"UserId:11"
"139";"Contrôlé qualité";"CTLQ";"ND";"ND";"OBJ-REF-90-QUALITE";"13";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:51";"09/17/2026 07:02:51";"UserId:11";"UserId:11"
"140";"Revu qualité";"REVQ";"ND";"ND";"OBJ-REF-90-QUALITE";"14";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:52";"09/17/2026 07:02:52";"UserId:11";"UserId:11"
"141";"Documenté";"DOCQ";"ND";"ND";"OBJ-REF-90-QUALITE";"15";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:53";"09/17/2026 07:02:53";"UserId:11";"UserId:11"
"142";"Traçable";"TRC";"ND";"ND";"OBJ-REF-90-QUALITE";"16";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:54";"09/17/2026 07:02:54";"UserId:11";"UserId:11"
"143";"Auditable";"AUDQ";"ND";"ND";"OBJ-REF-90-QUALITE";"17";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:54";"09/17/2026 07:02:54";"UserId:11";"UserId:11"
"144";"Optimisé";"OPTQ";"ND";"ND";"OBJ-REF-90-QUALITE";"18";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:56";"09/17/2026 07:02:56";"UserId:11";"UserId:11"
"145";"Thèmes";"THM";"Famille des thèmes Power Pages";"ND";"OBJ-REF-95-POWER-PAGES-COMPOSANTS";"2";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:56";"09/17/2026 07:02:56";"UserId:11";"UserId:11"
"146";"Lignes";"LIG";"Famille des lignes Power Pages";"ND";"OBJ-REF-95-POWER-PAGES-COMPOSANTS";"5";"VALIDE-V1";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 07:02:56";"09/17/2026 07:02:56";"UserId:11";"UserId:11"
"152";"ACTIF - OUI";"ACT-OUI";"ND";"ND";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/17/2026 08:33:07";"09/17/2026 08:33:07";"UserId:11";"UserId:11"
"153";"Validation : En attente";"VAL-ATT";"Validation = En attente";"ND";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI | Validation : En attente";"09/19/2026 11:28:06";"09/17/2026 08:33:08";"UserId:11";"UserId:11"
"154";"ACTIF - NON";"ACT-NON";"ND";"ND";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - NON | ACTIF - OUI";"09/19/2026 11:41:52";"09/17/2026 09:25:34";"UserId:11";"UserId:11"
"155";"Validation : Non";"VAL-NON";"Validation = non";"La validation de la ligne ou de l'action = Non";"";"";"";"Oui";"Non";"Non";"";"";"Validation : Non | ACTIF - OUI";"09/19/2026 11:41:53";"09/17/2026 09:25:34";"UserId:11";"UserId:11"
"156";"OUTIL - FONCTION INDIVIDUELLE";"TYP-OUT-FON";"Type des scripts 70 réalisant une seule fonction.";"Référence utilisée pour classifier les scripts DSE-SCR-70-XX comme outils spécialisés à fonction principale unique.";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:53";"09/17/2026 10:14:09";"UserId:11";"UserId:11"
"157";"PROPOSITION B-A - A VALIDER";"STA-PRO-B-A";"État provisoire B-A en attente de validation.";"Référence appliquée aux fonctions proposées dans le catalogue B-A avant test fonctionnel complet et validation officielle.";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:53";"09/17/2026 10:14:10";"UserId:11";"UserId:11"
"158";"EXISTENCE SCRIPT - NON VERIFIEE";"EXI-NON-VER";"Présence du fichier physique non vérifiée.";"Référence indiquant que la fonction est cataloguée sans preuve confirmant l'existence physique et le test du script correspondant.";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:53";"09/17/2026 10:14:11";"UserId:11";"UserId:11"
"159";"DOMAINE - INFRASTRUCTURE";"DOM-INF";"Référence du domaine Infrastructure.";"Référence utilisée pour classer les fonctions individuelles DSE-SCR-70 relevant du domaine Infrastructure.";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:53";"09/17/2026 10:14:12";"UserId:11";"UserId:11"
"160";"DOMAINE - ANALYSE";"DOM-ANA";"Référence du domaine Analyse.";"Référence utilisée pour classer les fonctions individuelles DSE-SCR-70 relevant du domaine Analyse.";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:53";"09/17/2026 10:14:12";"UserId:11";"UserId:11"
"161";"DOMAINE - GOUVERNANCE";"DOM-GOU";"Référence du domaine Gouvernance.";"Référence utilisée pour classer les fonctions individuelles DSE-SCR-70 relevant du domaine Gouvernance.";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:53";"09/17/2026 10:14:13";"UserId:11";"UserId:11"
"162";"DOMAINE - TRACABILITE";"DOM-TRA";"Référence du domaine Traçabilité.";"Référence utilisée pour classer les fonctions individuelles DSE-SCR-70 relevant du domaine Traçabilité.";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:53";"09/17/2026 10:14:14";"UserId:11";"UserId:11"
"163";"DOMAINE - CARTOGRAPHIE";"DOM-CAR";"Référence du domaine Cartographie.";"Référence utilisée pour classer les fonctions individuelles DSE-SCR-70 relevant du domaine Cartographie.";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:53";"09/17/2026 10:14:15";"UserId:11";"UserId:11"
"164";"DOMAINE - REFERENTIEL";"DOM-REF";"Référence du domaine Référentiel.";"Référence utilisée pour classer les fonctions individuelles DSE-SCR-70 relevant du domaine Référentiel.";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:54";"09/17/2026 10:14:16";"UserId:11";"UserId:11"
"165";"DOMAINE - MOTEUR DSE";"DOM-MOT-DSE";"Référence du domaine Moteur DSE.";"Référence utilisée pour classer les fonctions individuelles DSE-SCR-70 relevant du domaine Moteur DSE.";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:54";"09/17/2026 10:14:16";"UserId:11";"UserId:11"
"166";"JOURNAL - TYPEEVENEMENT - ALERTE";"JRN-TYP-ALERTE";"Reference migree depuis OBJ-JRN.TYPEEVENEMENT.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:54";"09/17/2026 13:39:51";"UserId:11";"UserId:11"
"167";"JOURNAL - TYPEEVENEMENT - ANOMALIE";"JRN-TYP-ANOMALIE";"Reference migree depuis OBJ-JRN.TYPEEVENEMENT.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:54";"09/17/2026 13:39:51";"UserId:11";"UserId:11"
"168";"JOURNAL - TYPEEVENEMENT - ARCHIVAGE";"JRN-TYP-ARCHIVAGE";"Reference migree depuis OBJ-JRN.TYPEEVENEMENT.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:54";"09/17/2026 13:39:52";"UserId:11";"UserId:11"
"169";"JOURNAL - TYPEEVENEMENT - AUDIT";"JRN-TYP-AUDIT";"Reference migree depuis OBJ-JRN.TYPEEVENEMENT.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:54";"09/17/2026 13:39:53";"UserId:11";"UserId:11"
"170";"JOURNAL - TYPEEVENEMENT - CONTROLE";"JRN-TYP-CONTROLE";"Reference migree depuis OBJ-JRN.TYPEEVENEMENT.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:54";"09/17/2026 13:39:54";"UserId:11";"UserId:11"
"171";"JOURNAL - TYPEEVENEMENT - CORRECTION";"JRN-TYP-CORRECTION";"Reference migree depuis OBJ-JRN.TYPEEVENEMENT.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:54";"09/17/2026 13:39:54";"UserId:11";"UserId:11"
"172";"JOURNAL - TYPEEVENEMENT - CREATION";"JRN-TYP-CREATION";"Reference migree depuis OBJ-JRN.TYPEEVENEMENT.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:55";"09/17/2026 13:39:55";"UserId:11";"UserId:11"
"173";"JOURNAL - TYPEEVENEMENT - DEBUT";"JRN-TYP-DEBUT";"Reference migree depuis OBJ-JRN.TYPEEVENEMENT.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:55";"09/17/2026 13:39:56";"UserId:11";"UserId:11"
"174";"JOURNAL - TYPEEVENEMENT - DECISION_ARCHITECTURE";"JRN-TYP-DECISION-ARCHITECTURE";"Reference migree depuis OBJ-JRN.TYPEEVENEMENT.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:55";"09/17/2026 13:39:56";"UserId:11";"UserId:11"
"175";"JOURNAL - TYPEEVENEMENT - ERREUR";"JRN-TYP-ERREUR";"Reference migree depuis OBJ-JRN.TYPEEVENEMENT.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:55";"09/17/2026 13:39:57";"UserId:11";"UserId:11"
"176";"JOURNAL - TYPEEVENEMENT - EXPORT";"JRN-TYP-EXPORT";"Reference migree depuis OBJ-JRN.TYPEEVENEMENT.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:55";"09/17/2026 13:39:58";"UserId:11";"UserId:11"
"177";"JOURNAL - TYPEEVENEMENT - FIN";"JRN-TYP-FIN";"Reference migree depuis OBJ-JRN.TYPEEVENEMENT.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:55";"09/17/2026 13:39:59";"UserId:11";"UserId:11"
"178";"JOURNAL - TYPEEVENEMENT - MISE A JOUR";"JRN-TYP-MISE-A-JOUR";"Reference migree depuis OBJ-JRN.TYPEEVENEMENT.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:55";"09/17/2026 13:39:59";"UserId:11";"UserId:11"
"179";"JOURNAL - TYPEEVENEMENT - MODIFICATION";"JRN-TYP-MODIFICATION";"Reference migree depuis OBJ-JRN.TYPEEVENEMENT.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:55";"09/17/2026 13:40:00";"UserId:11";"UserId:11"
"180";"JOURNAL - TYPEEVENEMENT - VALIDATION";"JRN-TYP-VALIDATION";"Reference migree depuis OBJ-JRN.TYPEEVENEMENT.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:55";"09/17/2026 13:40:01";"UserId:11";"UserId:11"
"181";"JOURNAL - TYPEEVENEMENT - VALIDATION_ARCHITECTURE";"JRN-TYP-VALIDATION-ARCHITECTURE";"Reference migree depuis OBJ-JRN.TYPEEVENEMENT.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:56";"09/17/2026 13:40:01";"UserId:11";"UserId:11"
"182";"JOURNAL - SOURCE - Audit DSE";"JRN-SOU-AUDIT-DSE";"Reference migree depuis OBJ-JRN.SOURCE.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:56";"09/17/2026 13:40:02";"UserId:11";"UserId:11"
"183";"JOURNAL - SOURCE - DSE";"JRN-SOU-DSE";"Reference migree depuis OBJ-JRN.SOURCE.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:56";"09/17/2026 13:40:03";"UserId:11";"UserId:11"
"184";"JOURNAL - SOURCE - DSE-CONTROLE-VUES-OBJ.ps1";"JRN-SOU-DSE-CONTROLE-VUES-OBJ-PS1";"Reference migree depuis OBJ-JRN.SOURCE.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:56";"09/17/2026 13:40:04";"UserId:11";"UserId:11"
"185";"JOURNAL - SOURCE - IA";"JRN-SOU-IA";"Reference migree depuis OBJ-JRN.SOURCE.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:56";"09/17/2026 13:40:04";"UserId:11";"UserId:11"
"186";"JOURNAL - SOURCE - MANUEL";"JRN-SOU-MANUEL";"Reference migree depuis OBJ-JRN.SOURCE.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:56";"09/17/2026 13:40:05";"UserId:11";"UserId:11"
"187";"JOURNAL - SOURCE - P_SOURCE";"JRN-SOU-P-SOURCE";"Reference migree depuis OBJ-JRN.SOURCE.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:56";"09/17/2026 13:40:06";"UserId:11";"UserId:11"
"188";"JOURNAL - SOURCE - Pascal ZIMMER";"JRN-SOU-PASCAL-ZIMMER";"Reference migree depuis OBJ-JRN.SOURCE.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:56";"09/17/2026 13:40:07";"UserId:11";"UserId:11"
"189";"JOURNAL - SOURCE - POWERSHELL";"JRN-SOU-POWERSHELL";"Reference migree depuis OBJ-JRN.SOURCE.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:56";"09/17/2026 13:40:07";"UserId:11";"UserId:11"
"190";"JOURNAL - SOURCE - PowerShell DSE - Pascal ZIMMER";"JRN-SOU-POWERSHELL-DSE-PASCAL-ZIMMER";"Reference migree depuis OBJ-JRN.SOURCE.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:57";"09/17/2026 13:40:08";"UserId:11";"UserId:11"
"191";"JOURNAL - SOURCE - SCRIPT";"JRN-SOU-SCRIPT";"Reference migree depuis OBJ-JRN.SOURCE.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:57";"09/17/2026 13:40:09";"UserId:11";"UserId:11"
"192";"JOURNAL - SOURCE - Script DSE";"JRN-SOU-SCRIPT-DSE";"Reference migree depuis OBJ-JRN.SOURCE.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:57";"09/17/2026 13:40:10";"UserId:11";"UserId:11"
"193";"JOURNAL - SOURCE - SYSTEME";"JRN-SOU-SYSTEME";"Reference migree depuis OBJ-JRN.SOURCE.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:57";"09/17/2026 13:40:10";"UserId:11";"UserId:11"
"194";"JOURNAL - SOURCE - WORKFLOW";"JRN-SOU-WORKFLOW";"Reference migree depuis OBJ-JRN.SOURCE.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:57";"09/17/2026 13:40:11";"UserId:11";"UserId:11"
"195";"JOURNAL - RESULTAT - AVERTISSEMENT";"JRN-RES-AVERTISSEMENT";"Reference migree depuis OBJ-JRN.RESULTAT.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:57";"09/17/2026 13:40:12";"UserId:11";"UserId:11"
"196";"JOURNAL - RESULTAT - COLONNES_IGNOREES";"JRN-RES-COLONNES-IGNOREES";"Reference migree depuis OBJ-JRN.RESULTAT.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:57";"09/17/2026 13:40:13";"UserId:11";"UserId:11"
"197";"JOURNAL - RESULTAT - CONFORME";"JRN-RES-CONFORME";"Reference migree depuis OBJ-JRN.RESULTAT.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:57";"09/17/2026 13:40:13";"UserId:11";"UserId:11"
"198";"JOURNAL - RESULTAT - DEMARRAGE";"JRN-RES-DEMARRAGE";"Reference migree depuis OBJ-JRN.RESULTAT.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:57";"09/17/2026 13:40:14";"UserId:11";"UserId:11"
"199";"JOURNAL - RESULTAT - ECHEC";"JRN-RES-ECHEC";"Reference migree depuis OBJ-JRN.RESULTAT.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:58";"09/17/2026 13:40:15";"UserId:11";"UserId:11"
"200";"JOURNAL - RESULTAT - ERREUR";"JRN-RES-ERREUR";"Reference migree depuis OBJ-JRN.RESULTAT.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:58";"09/17/2026 13:40:15";"UserId:11";"UserId:11"
"201";"JOURNAL - RESULTAT - INFORMATION";"JRN-RES-INFORMATION";"Reference migree depuis OBJ-JRN.RESULTAT.";"";"";"";"";"Oui";"Non";"Non";"";"";"ACTIF - OUI";"09/19/2026 11:41:58";"09/17/2026 13:40:16";"UserId:11";"UserId:11"
