"id";"Title";"IDJrnGeo";"DateEvenement";"TypeEvenement";"ActionGeo";"ListeGeo";"SourceGeo";"FichierSource";"NbLignes";"NbCreations";"NbMaj";"NbErreurs";"StatutGeo";"DetailsGeo";"Verrouille";"ValidationDSE";"OBJREF";"Modified";"Created";"Author";"Editor"
"61";"ACTION GEO-LOOKUP-001";"JRN-GEO-20260910222149519";"10/09/2026 22:21:49";"ACTION";"ACTION liaison des lookups GEO";"PLUSIEURS LISTES GEO";"SHAREPOINT";"GEO-LOOKUP-001.ps1";"283";"0";"236";"7";"RELATION TRAITEE";"OBJ-GEO-NATIONALITE.PaysTexte vers OBJ-GEO-PAYS; Liaisons=236; Introuvables=40";"Non";"Non";"";"09/10/2026 20:21:51";"09/10/2026 20:21:51";"UserId:11";"UserId:11"
"62";"FIN GEO-LOOKUP-001";"JRN-GEO-20260910222150475";"10/09/2026 22:21:50";"FIN";"FIN liaison des lookups GEO";"PLUSIEURS LISTES GEO";"SHAREPOINT";"GEO-LOOKUP-001.ps1";"283";"0";"236";"7";"A CONTROLER";"Controles=283; Liaisons=236; DejaLies=0; Introuvables=40; Ignores=0; Erreurs=7";"Non";"Non";"";"09/10/2026 20:21:51";"09/10/2026 20:21:51";"UserId:11";"UserId:11"
"63";"DEBUT GEO-LOOKUP-002";"JRN-GEO-20260910222808448";"10/09/2026 22:28:08";"DEBUT";"DEBUT liaison GEO-LOOKUP-002";"PLUSIEURS LISTES GEO";"SHAREPOINT";"GEO-LOOKUP-002.ps1";"0";"0";"0";"0";"EN COURS";"Correction des 10 relations GEO avec decouverte des vrais champs";"Non";"Non";"";"09/10/2026 20:28:09";"09/10/2026 20:28:09";"UserId:11";"UserId:11"
"64";"ACTION GEO-LOOKUP-002";"JRN-GEO-20260910222813587";"10/09/2026 22:28:13";"ACTION";"ACTION liaison GEO-LOOKUP-002";"PLUSIEURS LISTES GEO";"SHAREPOINT";"GEO-LOOKUP-002.ps1";"18";"0";"0";"0";"RELATION TRAITEE";"OBJ-GEO-REGION.PaysTexte vers OBJ-GEO-PAYS; Champ=Pays";"Non";"Non";"";"09/10/2026 20:28:14";"09/10/2026 20:28:14";"UserId:11";"UserId:11"
"65";"ACTION GEO-LOOKUP-002";"JRN-GEO-20260910222840358";"10/09/2026 22:28:40";"ACTION";"ACTION liaison GEO-LOOKUP-002";"PLUSIEURS LISTES GEO";"SHAREPOINT";"GEO-LOOKUP-002.ps1";"36";"0";"18";"0";"RELATION TRAITEE";"OBJ-GEO-REGION.ContinentTexte vers OBJ-GEO-CONTINENT; Champ=DSELookupContinent";"Non";"Non";"";"09/10/2026 20:28:41";"09/10/2026 20:28:41";"UserId:11";"UserId:11"
"66";"ACTION GEO-LOOKUP-002";"JRN-GEO-20260910222907281";"10/09/2026 22:29:07";"ACTION";"ACTION liaison GEO-LOOKUP-002";"PLUSIEURS LISTES GEO";"SHAREPOINT";"GEO-LOOKUP-002.ps1";"54";"0";"36";"0";"RELATION TRAITEE";"OBJ-GEO-REGION.ZoneTexte vers OBJ-GEO-ZONE; Champ=DSELookupZone";"Non";"Non";"";"09/10/2026 20:29:08";"09/10/2026 20:29:08";"UserId:11";"UserId:11"
"67";"ACTION GEO-LOOKUP-002";"JRN-GEO-20260910223056437";"10/09/2026 22:30:56";"ACTION";"ACTION liaison GEO-LOOKUP-002";"PLUSIEURS LISTES GEO";"SHAREPOINT";"GEO-LOOKUP-002.ps1";"155";"0";"137";"0";"RELATION TRAITEE";"OBJ-GEO-DEPARTEMENT.RegionTexte vers OBJ-GEO-REGION; Champ=DSELookupRegion";"Non";"Non";"";"09/10/2026 20:30:57";"09/10/2026 20:30:57";"UserId:11";"UserId:11"
"68";"ACTION GEO-LOOKUP-002";"JRN-GEO-20260910223302282";"10/09/2026 22:33:02";"ACTION";"ACTION liaison GEO-LOOKUP-002";"PLUSIEURS LISTES GEO";"SHAREPOINT";"GEO-LOOKUP-002.ps1";"256";"0";"238";"0";"RELATION TRAITEE";"OBJ-GEO-DEPARTEMENT.PaysTexte vers OBJ-GEO-PAYS; Champ=DSELookupPays";"Non";"Non";"";"09/10/2026 20:33:03";"09/10/2026 20:33:03";"UserId:11";"UserId:11"
"69";"ACTION GEO-LOOKUP-002";"JRN-GEO-20260910223458827";"10/09/2026 22:34:58";"ACTION";"ACTION liaison GEO-LOOKUP-002";"PLUSIEURS LISTES GEO";"SHAREPOINT";"GEO-LOOKUP-002.ps1";"357";"0";"339";"0";"RELATION TRAITEE";"OBJ-GEO-DEPARTEMENT.ContinentTexte vers OBJ-GEO-CONTINENT; Champ=DSELookupContinent";"Non";"Non";"";"09/10/2026 20:35:00";"09/10/2026 20:35:00";"UserId:11";"UserId:11"
"70";"ACTION GEO-LOOKUP-002";"JRN-GEO-20260910223503559";"10/09/2026 22:35:03";"ACTION";"ACTION liaison GEO-LOOKUP-002";"PLUSIEURS LISTES GEO";"SHAREPOINT";"GEO-LOOKUP-002.ps1";"366";"0";"339";"0";"RELATION TRAITEE";"OBJ-GEO-TERRITOIRE.PaysRattachementTexte vers OBJ-GEO-PAYS; Champ=PaysRattachement";"Non";"Non";"";"09/10/2026 20:35:04";"09/10/2026 20:35:04";"UserId:11";"UserId:11"
"71";"ACTION GEO-LOOKUP-002";"JRN-GEO-20260910223521676";"10/09/2026 22:35:21";"ACTION";"ACTION liaison GEO-LOOKUP-002";"PLUSIEURS LISTES GEO";"SHAREPOINT";"GEO-LOOKUP-002.ps1";"375";"0";"348";"0";"RELATION TRAITEE";"OBJ-GEO-TERRITOIRE.ContinentTexte vers OBJ-GEO-CONTINENT; Champ=DSELookupContinent";"Non";"Non";"";"09/10/2026 20:35:23";"09/10/2026 20:35:23";"UserId:11";"UserId:11"
"72";"ACTION GEO-LOOKUP-002";"JRN-GEO-20260910223539003";"10/09/2026 22:35:39";"ACTION";"ACTION liaison GEO-LOOKUP-002";"PLUSIEURS LISTES GEO";"SHAREPOINT";"GEO-LOOKUP-002.ps1";"384";"0";"357";"0";"RELATION TRAITEE";"OBJ-GEO-TERRITOIRE.ZoneTexte vers OBJ-GEO-ZONE; Champ=DSELookupZone";"Non";"Non";"";"09/10/2026 20:35:40";"09/10/2026 20:35:40";"UserId:11";"UserId:11"
"73";"ACTION GEO-LOOKUP-002";"JRN-GEO-20260910223625236";"10/09/2026 22:36:25";"ACTION";"ACTION liaison GEO-LOOKUP-002";"PLUSIEURS LISTES GEO";"SHAREPOINT";"GEO-LOOKUP-002.ps1";"633";"0";"396";"0";"RELATION TRAITEE";"OBJ-GEO-NATIONALITE.PaysTexte vers OBJ-GEO-PAYS; Champ=Pays";"Non";"Non";"";"09/10/2026 20:36:26";"09/10/2026 20:36:26";"UserId:11";"UserId:11"
"74";"FIN GEO-LOOKUP-002";"JRN-GEO-20260910223626176";"10/09/2026 22:36:26";"FIN";"FIN liaison GEO-LOOKUP-002";"PLUSIEURS LISTES GEO";"SHAREPOINT";"GEO-LOOKUP-002.ps1";"633";"0";"396";"0";"A CONTROLER";"Controles=633; Liaisons=396; DejaLies=236; Introuvables=1; Ignores=0; Erreurs=0";"Non";"Non";"";"09/10/2026 20:36:27";"09/10/2026 20:36:27";"UserId:11";"UserId:11"
