"id";"Title";"IDGeoCapitale";"CodeCapitale";"DescriptionCapitale";"Actif";"OrdreAffichage";"ValidationDSE";"Verrouille";"ControlePascAra";"AnomalieDetectee";"NotesDSE";"OBJREF";"PaysGeo";"Modified";"Created";"Author";"Editor"
"117";"Phnom Penh";"ID-GEO-CAP-000117";"CAP-KH";"";"Oui";"175";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:01";"09/10/2026 08:53:01";"UserId:11";"UserId:11"
"118";"South Tarawa";"ID-GEO-CAP-000118";"CAP-KI";"";"Oui";"214";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:03";"09/10/2026 08:53:03";"UserId:11";"UserId:11"
"119";"Moroni";"ID-GEO-CAP-000119";"CAP-KM";"";"Oui";"142";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:04";"09/10/2026 08:53:04";"UserId:11";"UserId:11"
"120";"Basseterre";"ID-GEO-CAP-000120";"CAP-KN";"";"Oui";"28";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:05";"09/10/2026 08:53:05";"UserId:11";"UserId:11"
"121";"Pyongyang";"ID-GEO-CAP-000121";"CAP-KP";"";"Oui";"187";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:07";"09/10/2026 08:53:07";"UserId:11";"UserId:11"
"122";"Séoul";"ID-GEO-CAP-000122";"CAP-KR";"";"Oui";"210";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:08";"09/10/2026 08:53:08";"UserId:11";"UserId:11"
"123";"Koweït";"ID-GEO-CAP-000123";"CAP-KW";"";"Oui";"105";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:10";"09/10/2026 08:53:10";"UserId:11";"UserId:11"
"124";"George Town";"ID-GEO-CAP-000124";"CAP-KY";"";"Oui";"78";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:11";"09/10/2026 08:53:11";"UserId:11";"UserId:11"
"125";"Astana";"ID-GEO-CAP-000125";"CAP-KZ";"";"Oui";"16";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:12";"09/10/2026 08:53:12";"UserId:11";"UserId:11"
"126";"Vientiane";"ID-GEO-CAP-000126";"CAP-LA";"";"Oui";"239";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:14";"09/10/2026 08:53:14";"UserId:11";"UserId:11"
"127";"Beyrouth";"ID-GEO-CAP-000127";"CAP-LB";"";"Oui";"33";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:15";"09/10/2026 08:53:15";"UserId:11";"UserId:11"
"128";"Castries";"ID-GEO-CAP-000128";"CAP-LC";"";"Oui";"48";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:17";"09/10/2026 08:53:17";"UserId:11";"UserId:11"
"129";"Vaduz";"ID-GEO-CAP-000129";"CAP-LI";"";"Oui";"234";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:18";"09/10/2026 08:53:18";"UserId:11";"UserId:11"
"130";"Colombo";"ID-GEO-CAP-000130";"CAP-LK";"";"Oui";"56";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:20";"09/10/2026 08:53:20";"UserId:11";"UserId:11"
"131";"Monrovia";"ID-GEO-CAP-000131";"CAP-LR";"";"Oui";"140";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:22";"09/10/2026 08:53:22";"UserId:11";"UserId:11"
"132";"Maseru";"ID-GEO-CAP-000132";"CAP-LS";"";"Oui";"134";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:22";"09/10/2026 08:53:22";"UserId:11";"UserId:11"
"133";"Vilnius";"ID-GEO-CAP-000133";"CAP-LT";"";"Oui";"240";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:24";"09/10/2026 08:53:24";"UserId:11";"UserId:11"
"134";"Luxembourg";"ID-GEO-CAP-000134";"CAP-LU";"";"Oui";"121";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:25";"09/10/2026 08:53:25";"UserId:11";"UserId:11"
"135";"Riga";"ID-GEO-CAP-000135";"CAP-LV";"";"Oui";"192";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:27";"09/10/2026 08:53:27";"UserId:11";"UserId:11"
"136";"Tripoli";"ID-GEO-CAP-000136";"CAP-LY";"";"Oui";"232";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:28";"09/10/2026 08:53:28";"UserId:11";"UserId:11"
"137";"Rabat";"ID-GEO-CAP-000137";"CAP-MA";"";"Oui";"189";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:29";"09/10/2026 08:53:29";"UserId:11";"UserId:11"
"138";"Monaco";"ID-GEO-CAP-000138";"CAP-MC";"";"Oui";"139";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:32";"09/10/2026 08:53:32";"UserId:11";"UserId:11"
"139";"Chișinău";"ID-GEO-CAP-000139";"CAP-MD";"";"Oui";"51";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:32";"09/10/2026 08:53:32";"UserId:11";"UserId:11"
"140";"Podgorica";"ID-GEO-CAP-000140";"CAP-ME";"";"Oui";"177";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:34";"09/10/2026 08:53:34";"UserId:11";"UserId:11"
"141";"Marigot";"ID-GEO-CAP-000141";"CAP-MF";"";"Oui";"133";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:35";"09/10/2026 08:53:35";"UserId:11";"UserId:11"
"142";"Antananarivo";"ID-GEO-CAP-000142";"CAP-MG";"";"Oui";"12";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:37";"09/10/2026 08:53:37";"UserId:11";"UserId:11"
"143";"Majuro";"ID-GEO-CAP-000143";"CAP-MH";"";"Oui";"124";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:38";"09/10/2026 08:53:38";"UserId:11";"UserId:11"
"144";"Skopje";"ID-GEO-CAP-000144";"CAP-MK";"";"Oui";"212";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:40";"09/10/2026 08:53:40";"UserId:11";"UserId:11"
"145";"Bamako";"ID-GEO-CAP-000145";"CAP-ML";"";"Oui";"22";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:42";"09/10/2026 08:53:42";"UserId:11";"UserId:11"
"146";"Naypyidaw";"ID-GEO-CAP-000146";"CAP-MM";"";"Oui";"148";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:42";"09/10/2026 08:53:42";"UserId:11";"UserId:11"
"147";"Oulan-Bator";"ID-GEO-CAP-000147";"CAP-MN";"";"Oui";"166";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:44";"09/10/2026 08:53:44";"UserId:11";"UserId:11"
"148";"Macao";"ID-GEO-CAP-000148";"CAP-MO";"";"Oui";"122";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:45";"09/10/2026 08:53:45";"UserId:11";"UserId:11"
"149";"Saipan";"ID-GEO-CAP-000149";"CAP-MP";"";"Oui";"201";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:47";"09/10/2026 08:53:47";"UserId:11";"UserId:11"
"150";"Fort-de-France";"ID-GEO-CAP-000150";"CAP-MQ";"";"Oui";"74";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:48";"09/10/2026 08:53:48";"UserId:11";"UserId:11"
"151";"Nouakchott";"ID-GEO-CAP-000151";"CAP-MR";"";"Oui";"158";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:50";"09/10/2026 08:53:50";"UserId:11";"UserId:11"
"152";"Plymouth";"ID-GEO-CAP-000152";"CAP-MS";"";"Oui";"176";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:51";"09/10/2026 08:53:51";"UserId:11";"UserId:11"
"153";"Valletta";"ID-GEO-CAP-000153";"CAP-MT";"";"Oui";"235";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:53";"09/10/2026 08:53:53";"UserId:11";"UserId:11"
"154";"Port Louis";"ID-GEO-CAP-000154";"CAP-MU";"";"Oui";"178";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:54";"09/10/2026 08:53:54";"UserId:11";"UserId:11"
"155";"Malé";"ID-GEO-CAP-000155";"CAP-MV";"";"Oui";"126";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:56";"09/10/2026 08:53:56";"UserId:11";"UserId:11"
"156";"Lilongwe";"ID-GEO-CAP-000156";"CAP-MW";"";"Oui";"111";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:57";"09/10/2026 08:53:57";"UserId:11";"UserId:11"
"157";"Mexico";"ID-GEO-CAP-000157";"CAP-MX";"";"Oui";"136";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:53:59";"09/10/2026 08:53:59";"UserId:11";"UserId:11"
"158";"Kuala Lumpur";"ID-GEO-CAP-000158";"CAP-MY";"";"Oui";"107";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:00";"09/10/2026 08:54:00";"UserId:11";"UserId:11"
"159";"Maputo";"ID-GEO-CAP-000159";"CAP-MZ";"";"Oui";"131";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:02";"09/10/2026 08:54:02";"UserId:11";"UserId:11"
"160";"Windhoek";"ID-GEO-CAP-000160";"CAP-NA";"";"Oui";"245";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:03";"09/10/2026 08:54:03";"UserId:11";"UserId:11"
"161";"Nouméa";"ID-GEO-CAP-000161";"CAP-NC";"";"Oui";"159";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:05";"09/10/2026 08:54:05";"UserId:11";"UserId:11"
"162";"Niamey";"ID-GEO-CAP-000162";"CAP-NE";"";"Oui";"156";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:06";"09/10/2026 08:54:06";"UserId:11";"UserId:11"
"163";"Kingston (Île Norfolk)";"ID-GEO-CAP-000163";"CAP-NF";"";"Oui";"101";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:08";"09/10/2026 08:54:08";"UserId:11";"UserId:11"
"164";"Abuja";"ID-GEO-CAP-000164";"CAP-NG";"";"Oui";"2";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:10";"09/10/2026 08:54:10";"UserId:11";"UserId:11"
"165";"Managua";"ID-GEO-CAP-000165";"CAP-NI";"";"Oui";"128";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:11";"09/10/2026 08:54:11";"UserId:11";"UserId:11"
"166";"Amsterdam";"ID-GEO-CAP-000166";"CAP-NL";"";"Oui";"9";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:12";"09/10/2026 08:54:12";"UserId:11";"UserId:11"
"167";"Oslo";"ID-GEO-CAP-000167";"CAP-NO";"";"Oui";"163";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:14";"09/10/2026 08:54:14";"UserId:11";"UserId:11"
"168";"Kathmandu";"ID-GEO-CAP-000168";"CAP-NP";"";"Oui";"97";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:15";"09/10/2026 08:54:15";"UserId:11";"UserId:11"
"169";"Yaren";"ID-GEO-CAP-000169";"CAP-NR";"";"Oui";"248";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:17";"09/10/2026 08:54:17";"UserId:11";"UserId:11"
"170";"Alofi";"ID-GEO-CAP-000170";"CAP-NU";"";"Oui";"7";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:19";"09/10/2026 08:54:19";"UserId:11";"UserId:11"
"171";"Wellington";"ID-GEO-CAP-000171";"CAP-NZ";"";"Oui";"242";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:21";"09/10/2026 08:54:21";"UserId:11";"UserId:11"
"172";"Muscat";"ID-GEO-CAP-000172";"CAP-OM";"";"Oui";"144";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:21";"09/10/2026 08:54:21";"UserId:11";"UserId:11"
"173";"Panama City";"ID-GEO-CAP-000173";"CAP-PA";"";"Oui";"169";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:23";"09/10/2026 08:54:23";"UserId:11";"UserId:11"
"174";"Lima";"ID-GEO-CAP-000174";"CAP-PE";"";"Oui";"112";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:24";"09/10/2026 08:54:24";"UserId:11";"UserId:11"
"175";"Papeetē";"ID-GEO-CAP-000175";"CAP-PF";"";"Oui";"170";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:26";"09/10/2026 08:54:26";"UserId:11";"UserId:11"
"176";"Port Moresby";"ID-GEO-CAP-000176";"CAP-PG";"";"Oui";"179";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:27";"09/10/2026 08:54:27";"UserId:11";"UserId:11"
"177";"Manila";"ID-GEO-CAP-000177";"CAP-PH";"";"Oui";"130";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:29";"09/10/2026 08:54:29";"UserId:11";"UserId:11"
"178";"Islamabad";"ID-GEO-CAP-000178";"CAP-PK";"";"Oui";"90";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:30";"09/10/2026 08:54:30";"UserId:11";"UserId:11"
"179";"Varsovie";"ID-GEO-CAP-000179";"CAP-PL";"";"Oui";"236";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:32";"09/10/2026 08:54:32";"UserId:11";"UserId:11"
"180";"Saint-Pierre";"ID-GEO-CAP-000180";"CAP-PM";"";"Oui";"200";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:33";"09/10/2026 08:54:33";"UserId:11";"UserId:11"
"181";"Adamstown";"ID-GEO-CAP-000181";"CAP-PN";"";"Oui";"4";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:34";"09/10/2026 08:54:34";"UserId:11";"UserId:11"
"182";"San Juan";"ID-GEO-CAP-000182";"CAP-PR";"";"Oui";"203";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:36";"09/10/2026 08:54:36";"UserId:11";"UserId:11"
"183";"Ramallah";"ID-GEO-CAP-000183";"CAP-PS";"";"Oui";"190";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:37";"09/10/2026 08:54:37";"UserId:11";"UserId:11"
"184";"Lisbon";"ID-GEO-CAP-000184";"CAP-PT";"";"Oui";"113";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:39";"09/10/2026 08:54:39";"UserId:11";"UserId:11"
"185";"Ngerulmud";"ID-GEO-CAP-000185";"CAP-PW";"";"Oui";"155";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:40";"09/10/2026 08:54:40";"UserId:11";"UserId:11"
"186";"Asunción";"ID-GEO-CAP-000186";"CAP-PY";"";"Oui";"17";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:42";"09/10/2026 08:54:42";"UserId:11";"UserId:11"
"187";"Doha";"ID-GEO-CAP-000187";"CAP-QA";"";"Oui";"66";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:43";"09/10/2026 08:54:43";"UserId:11";"UserId:11"
"188";"Saint-Denis";"ID-GEO-CAP-000188";"CAP-RE";"";"Oui";"199";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:45";"09/10/2026 08:54:45";"UserId:11";"UserId:11"
"189";"Bucharest";"ID-GEO-CAP-000189";"CAP-RO";"";"Oui";"42";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:46";"09/10/2026 08:54:46";"UserId:11";"UserId:11"
"190";"Belgrade";"ID-GEO-CAP-000190";"CAP-RS";"";"Oui";"29";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:48";"09/10/2026 08:54:48";"UserId:11";"UserId:11"
"191";"Moscou";"ID-GEO-CAP-000191";"CAP-RU";"";"Oui";"143";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:50";"09/10/2026 08:54:50";"UserId:11";"UserId:11"
"192";"Kigali";"ID-GEO-CAP-000192";"CAP-RW";"";"Oui";"99";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:51";"09/10/2026 08:54:51";"UserId:11";"UserId:11"
"193";"Riyadh";"ID-GEO-CAP-000193";"CAP-SA";"";"Oui";"193";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:53";"09/10/2026 08:54:53";"UserId:11";"UserId:11"
"194";"Honiara";"ID-GEO-CAP-000194";"CAP-SB";"";"Oui";"89";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:54";"09/10/2026 08:54:54";"UserId:11";"UserId:11"
"195";"Victoria";"ID-GEO-CAP-000195";"CAP-SC";"";"Oui";"237";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:56";"09/10/2026 08:54:56";"UserId:11";"UserId:11"
"196";"Khartoum";"ID-GEO-CAP-000196";"CAP-SD";"";"Oui";"98";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:57";"09/10/2026 08:54:57";"UserId:11";"UserId:11"
"197";"Stockholm";"ID-GEO-CAP-000197";"CAP-SE";"";"Oui";"218";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:54:59";"09/10/2026 08:54:59";"UserId:11";"UserId:11"
"198";"Singapore";"ID-GEO-CAP-000198";"CAP-SG";"";"Oui";"211";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:00";"09/10/2026 08:55:00";"UserId:11";"UserId:11"
"199";"Jamestown";"ID-GEO-CAP-000199";"CAP-SH";"";"Oui";"92";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:02";"09/10/2026 08:55:02";"UserId:11";"UserId:11"
"200";"Ljubljana";"ID-GEO-CAP-000200";"CAP-SI";"";"Oui";"114";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:03";"09/10/2026 08:55:03";"UserId:11";"UserId:11"
"201";"Longyearbyen";"ID-GEO-CAP-000201";"CAP-SJ";"";"Oui";"118";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:06";"09/10/2026 08:55:06";"UserId:11";"UserId:11"
"202";"Bratislava";"ID-GEO-CAP-000202";"CAP-SK";"";"Oui";"38";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:07";"09/10/2026 08:55:07";"UserId:11";"UserId:11"
"203";"Freetown";"ID-GEO-CAP-000203";"CAP-SL";"";"Oui";"75";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:08";"09/10/2026 08:55:08";"UserId:11";"UserId:11"
"204";"City of San Marino";"ID-GEO-CAP-000204";"CAP-SM";"";"Oui";"53";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:10";"09/10/2026 08:55:10";"UserId:11";"UserId:11"
"205";"Dakar";"ID-GEO-CAP-000205";"CAP-SN";"";"Oui";"59";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:11";"09/10/2026 08:55:11";"UserId:11";"UserId:11"
"206";"Mogadishu";"ID-GEO-CAP-000206";"CAP-SO";"";"Oui";"138";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:13";"09/10/2026 08:55:13";"UserId:11";"UserId:11"
"207";"Paramaribo";"ID-GEO-CAP-000207";"CAP-SR";"";"Oui";"171";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:14";"09/10/2026 08:55:14";"UserId:11";"UserId:11"
"208";"Juba";"ID-GEO-CAP-000208";"CAP-SS";"";"Oui";"94";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:16";"09/10/2026 08:55:16";"UserId:11";"UserId:11"
"209";"São Tomé";"ID-GEO-CAP-000209";"CAP-ST";"";"Oui";"208";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:17";"09/10/2026 08:55:17";"UserId:11";"UserId:11"
"210";"San Salvador";"ID-GEO-CAP-000210";"CAP-SV";"";"Oui";"204";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:19";"09/10/2026 08:55:19";"UserId:11";"UserId:11"
"211";"Philipsburg";"ID-GEO-CAP-000211";"CAP-SX";"";"Oui";"174";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:20";"09/10/2026 08:55:20";"UserId:11";"UserId:11"
"212";"Damas";"ID-GEO-CAP-000212";"CAP-SY";"";"Oui";"60";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:22";"09/10/2026 08:55:22";"UserId:11";"UserId:11"
"213";"Lobamba";"ID-GEO-CAP-000213";"CAP-SZ";"";"Oui";"115";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:23";"09/10/2026 08:55:23";"UserId:11";"UserId:11"
"214";"Cockburn Town";"ID-GEO-CAP-000214";"CAP-TC";"";"Oui";"55";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:25";"09/10/2026 08:55:25";"UserId:11";"UserId:11"
"215";"N'Djamena";"ID-GEO-CAP-000215";"CAP-TD";"";"Oui";"145";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:26";"09/10/2026 08:55:26";"UserId:11";"UserId:11"
"216";"ND - Terres australes françaises";"ID-GEO-CAP-000216";"CAP-TF";"";"Oui";"153";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:28";"09/10/2026 08:55:28";"UserId:11";"UserId:11"
"217";"Lomé";"ID-GEO-CAP-000217";"CAP-TG";"";"Oui";"116";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:29";"09/10/2026 08:55:29";"UserId:11";"UserId:11"
"218";"Bangkok";"ID-GEO-CAP-000218";"CAP-TH";"";"Oui";"24";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:31";"09/10/2026 08:55:31";"UserId:11";"UserId:11"
"219";"Dushanbe";"ID-GEO-CAP-000219";"CAP-TJ";"";"Oui";"69";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:32";"09/10/2026 08:55:32";"UserId:11";"UserId:11"
"220";"Fakaofo";"ID-GEO-CAP-000220";"CAP-TK";"";"Oui";"72";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:34";"09/10/2026 08:55:34";"UserId:11";"UserId:11"
"221";"Dili";"ID-GEO-CAP-000221";"CAP-TL";"";"Oui";"63";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:35";"09/10/2026 08:55:35";"UserId:11";"UserId:11"
"222";"Ashgabat";"ID-GEO-CAP-000222";"CAP-TM";"";"Oui";"14";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:37";"09/10/2026 08:55:37";"UserId:11";"UserId:11"
"223";"Tunis";"ID-GEO-CAP-000223";"CAP-TN";"";"Oui";"233";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:38";"09/10/2026 08:55:38";"UserId:11";"UserId:11"
"224";"Nuku'alofa";"ID-GEO-CAP-000224";"CAP-TO";"";"Oui";"160";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:40";"09/10/2026 08:55:40";"UserId:11";"UserId:11"
"225";"Ankara";"ID-GEO-CAP-000225";"CAP-TR";"";"Oui";"11";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:41";"09/10/2026 08:55:41";"UserId:11";"UserId:11"
"226";"Port of Spain";"ID-GEO-CAP-000226";"CAP-TT";"";"Oui";"180";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:43";"09/10/2026 08:55:43";"UserId:11";"UserId:11"
"227";"Funafuti";"ID-GEO-CAP-000227";"CAP-TV";"";"Oui";"76";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:44";"09/10/2026 08:55:44";"UserId:11";"UserId:11"
"228";"Taipei";"ID-GEO-CAP-000228";"CAP-TW";"";"Oui";"222";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:46";"09/10/2026 08:55:46";"UserId:11";"UserId:11"
"229";"Dodoma";"ID-GEO-CAP-000229";"CAP-TZ";"";"Oui";"65";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:47";"09/10/2026 08:55:47";"UserId:11";"UserId:11"
"230";"Kyiv";"ID-GEO-CAP-000230";"CAP-UA";"";"Oui";"108";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:48";"09/10/2026 08:55:48";"UserId:11";"UserId:11"
"231";"Kampala";"ID-GEO-CAP-000231";"CAP-UG";"";"Oui";"96";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:50";"09/10/2026 08:55:50";"UserId:11";"UserId:11"
"232";"ND - Îles mineures éloignées des États-Unis";"ID-GEO-CAP-000232";"CAP-UM";"";"Oui";"152";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:52";"09/10/2026 08:55:52";"UserId:11";"UserId:11"
"233";"Washington";"ID-GEO-CAP-000233";"CAP-US";"";"Oui";"241";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:53";"09/10/2026 08:55:53";"UserId:11";"UserId:11"
